title,stock
America's War for the Greater Middle East: A Military History,5
Alight (The Generations Trilogy #2),5
A Girl's Guide to Moving On (New Beginnings #2),5
A Game of Thrones (A Song of Ice and Fire #1),5
A Feast for Crows (A Song of Ice and Fire #4),5
A Clash of Kings (A Song of Ice and Fire #2),5
Vogue Colors A to Z: A Fashion Coloring Book,4
The Shining (The Shining #1),4
The Pilgrim's Progress,4
The Perfect Play (Play by Play #1),4
The Passion of Dolssa,4
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,4
The Hunger Games (The Hunger Games #1),4
The Hound of the Baskervilles (Sherlock Holmes #5),4
The Gunning of America: Business and the Making of American Gun Culture,4
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,4
The Demonists (Demonist #1),4
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",4
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),4
The Beast (Black Dagger Brotherhood #14),4
Some Women,4
Shopaholic Ties the Knot (Shopaholic #3),4
Paper and Fire (The Great Library #2),4
Outlander (Outlander #1),4
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",4
No One Here Gets Out Alive,4
Night Shift (Night Shift #1-20),4
Needful Things,4
Mockingjay (The Hunger Games #3),4
Misery,4
Little Women (Little Women #1),4
It,4
Harry Potter and the Sorcerer's Stone (Harry Potter #1),4
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4
Harry Potter and the Order of the Phoenix (Harry Potter #5),4
Harry Potter and the Half-Blood Prince (Harry Potter #6),4
Harry Potter and the Chamber of Secrets (Harry Potter #2),4
Gone with the Wind,4
God Is Not Great: How Religion Poisons Everything,4
Girl With a Pearl Earring,4
"Fruits Basket, Vol. 4 (Fruits Basket #4)",4
Far From True (Promise Falls Trilogy #2),4
Dark Lover (Black Dagger Brotherhood #1),4
Confessions of a Shopaholic (Shopaholic #1),4
Changing the Game (Play by Play #2),4
Candide,4
Can You Keep a Secret?,4
Atlas Shrugged,4
Animal Farm,4
A Walk to Remember,4
A New Earth: Awakening to Your Life's Purpose,4
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",4
'Salem's Lot,4
Zero History (Blue Ant #3),3
Wuthering Heights,3
World War Z: An Oral History of the Zombie War,3
Wild: From Lost to Found on the Pacific Crest Trail,3
"Where'd You Go, Bernadette",3
When You Are Engulfed in Flames,3
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3
We Are All Completely Beside Ourselves,3
Walk the Edge (Thunder Road #2),3
Voyager (Outlander #3),3
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,3
"Unstuffed: Decluttering Your Home, Mind, and Soul",3
Under the Banner of Heaven: A Story of Violent Faith,3
Two Boys Kissing,3
Twilight (Twilight #1),3
Twenties Girl,3
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",3
Three-Martini Lunch,3
"Thinking, Fast and Slow",3
The Wild Robot,3
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3
The Undomestic Goddess,3
The Travelers,3
The Tipping Point: How Little Things Can Make a Big Difference,3
The Thing About Jellyfish,3
The Stand,3
The Smitten Kitchen Cookbook,3
The Silkworm (Cormoran Strike #2),3
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",3
The Rose & the Dagger (The Wrath and the Dawn #2),3
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),3
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),3
The Rest Is Noise: Listening to the Twentieth Century,3
The Red Tent,3
The Purpose Driven Life: What on Earth Am I Here for?,3
The Purest Hook (Second Circle Tattoos #3),3
The Picture of Dorian Gray,3
The Paris Wife,3
The Obsession,3
The Nightingale,3
The New Guy (and Other Senior Year Distractions),3
The Nanny Diaries (Nanny #1),3
The Name of God is Mercy,3
The Maze Runner (The Maze Runner #1),3
The Lover's Dictionary,3
The Lonely Ones,3
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3
The Last Painting of Sara de Vos,3
"The Land of 10,000 Madonnas",3
The Infinities,3
The Husband's Secret,3
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3
The Guns of August,3
The Guernsey Literary and Potato Peel Pie Society,3
The Goldfinch,3
The Giver (The Giver Quartet #1),3
The Girl with All the Gifts,3
The Girl Who Played with Fire (Millennium Trilogy #2),3
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),3
The Exiled,3
"The End of Faith: Religion, Terror, and the Future of Reason",3
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",3
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",3
The Devil Wears Prada (The Devil Wears Prada #1),3
The Demon-Haunted World: Science as a Candle in the Dark,3
The Day the Crayons Came Home (Crayons),3
The Da Vinci Code (Robert Langdon #2),3
The Cuckoo's Calling (Cormoran Strike #1),3
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),3
The Complete Poems,3
The Catcher in the Rye,3
The Cat in the Hat (Beginner Books B-1),3
The Case for Christ (Cases for Christianity),3
The Book Thief,3
The Book of Basketball: The NBA According to The Sports Guy,3
The Blind Side: Evolution of a Game,3
The Autobiography of Malcolm X,3
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3
The Art of Fielding,3
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",3
Stiff: The Curious Lives of Human Cadavers,3
Spilled Milk: Based on a True Story,3
Something Borrowed (Darcy & Rachel #1),3
Something Blue (Darcy & Rachel #2),3
Soldier (Talon #3),3
Shopaholic & Baby (Shopaholic #5),3
Seven Days in the Art World,3
Seven Brief Lessons on Physics,3
Scarlet (The Lunar Chronicles #2),3
Sarah's Key,3
"Saga, Volume 3 (Saga (Collected Editions) #3)",3
Running with Scissors,3
Rogue Lawyer (Rogue Lawyer #1),3
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",3
Rework,3
Reservations for Two,3
Red: The True Story of Red Riding Hood,3
Ready Player One,3
Quiet: The Power of Introverts in a World That Can't Stop Talking,3
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3
Persepolis: The Story of a Childhood (Persepolis #1-2),3
Packing for Mars: The Curious Science of Life in the Void,3
Outliers: The Story of Success,3
Original Fake,3
Orange Is the New Black,3
One for the Money (Stephanie Plum #1),3
Notes from a Small Island (Notes From a Small Island #1),3
Night (The Night Trilogy #1),3
Neither Here nor There: Travels in Europe,3
Naked,3
Morning Star (Red Rising #3),3
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",3
Midnight Riot (Peter Grant/ Rivers of London - books #1),3
Me Talk Pretty One Day,3
Manuscript Found in Accra,3
Lust & Wonder,3
Lila (Gilead #3),3
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",3
Life Without a Recipe,3
Life After Life,3
Letter to a Christian Nation,3
Let's Pretend This Never Happened: A Mostly True Memoir,3
Legend (Legend #1),3
"Lean In: Women, Work, and the Will to Lead",3
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",3
Lady Renegades (Rebel Belle #3),3
Jurassic Park (Jurassic Park #1),3
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,3
Is Everyone Hanging Out Without Me? (And Other Concerns),3
Into the Wild,3
Inferno (Robert Langdon #4),3
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3
If I Run (If I Run #1),3
I've Got Your Number,3
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,3
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",3
House of Leaves,3
Horrible Bear!,3
Holidays on Ice,3
Heir to the Sky,3
Green Eggs and Ham (Beginner Books B-16),3
"Grayson, Vol 3: Nemesis (Grayson #3)",3
Gratitude,3
Gone Girl,3
Golden (Heart of Dread #3),3
Girl in the Blue Coat,3
"Fruits Basket, Vol. 3 (Fruits Basket #3)",3
"Friday Night Lights: A Town, a Team, and a Dream",3
Fire Bound (Sea Haven/Sisters of the Heart #5),3
Fifty Shades Freed (Fifty Shades #3),3
Fellside,3
Extreme Prey (Lucas Davenport #26),3
Eragon (The Inheritance Cycle #1),3
Eclipse (Twilight #3),3
Dune (Dune #1),3
Dracula,3
Do Androids Dream of Electric Sheep? (Blade Runner #1),3
Disrupted: My Misadventure in the Start-Up Bubble,3
Dead Wake: The Last Crossing of the Lusitania,3
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",3
Darkfever (Fever #1),3
Dark Places,3
Crazy Rich Asians (Crazy Rich Asians #1),3
Counting Thyme,3
Cosmos,3
Civilization and Its Discontents,3
Cinder (The Lunar Chronicles #1),3
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,3
Career of Evil (Cormoran Strike #3),3
Breaking Dawn (Twilight #4),3
Brave Enough,3
Boy Meets Boy,3
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",3
Blink: The Power of Thinking Without Thinking,3
Black Flags: The Rise of ISIS,3
"Black Butler, Vol. 1 (Black Butler #1)",3
Big Little Lies,3
Between Shades of Gray,3
Best of My Love (Fool's Gold #20),3
Beowulf,3
Beautiful Creatures (Caster Chronicles #1),3
Awkward,3
Ash,3
Are We There Yet?,3
Are We Smart Enough to Know How Smart Animals Are?,3
Annie on My Mind,3
And Then There Were None,3
A Walk in the Woods: Rediscovering America on the Appalachian Trail,3
A Visit from the Goon Squad,3
A Storm of Swords (A Song of Ice and Fire #3),3
A Heartbreaking Work of Staggering Genius,3
8 Keys to Mental Health Through Exercise,3
#GIRLBOSS,3
"The Suffragettes (Little Black Classics, #96)",2
The Sense of an Ending,2
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",2
The Course of Love,2
Sugar Rush (Offensive Line #2),2
"Saga, Volume 2 (Saga (Collected Editions) #2)",2
"Run, Spot, Run: The Ethics of Keeping Pets",2
New Moon (Twilight #2),2
Life,2
Kindle Paperwhite User's Guide,2
H is for Hawk,2
Girl Online On Tour (Girl Online #2),2
"Fruits Basket, Vol. 2 (Fruits Basket #2)",2
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),2
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",1
While You Were Mine,1
Where Lightning Strikes (Bleeding Stars #3),1
When I'm Gone,1
Ways of Seeing,1
"Vampire Knight, Vol. 1 (Vampire Knight #1)",1
Vampire Girl (Vampire Girl #1),1
Twenty Love Poems and a Song of Despair,1
Travels with Charley: In Search of America,1
Three Wishes (River of Time: California #1),1
This One Moment (Pushing Limits #1),1
The Zombie Room,1
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",1
The Tumor,1
The Story of Hong Gildong,1
The Silent Wife,1
The Silent Twin (Detective Jennifer Knight #3),1
The Selfish Gene,1
The Secret Healer,1
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",1
The Republic,1
The Odyssey,1
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),1
The Nicomachean Ethics,1
The Name of the Wind (The Kingkiller Chronicle #1),1
The Mirror & the Maze (The Wrath and the Dawn #1.5),1
The Little Prince,1
The Light of the Fireflies,1
The Last Girl (The Dominion Trilogy #1),1
The Iliad,1
The Hook Up (Game On #1),1
The Haters,1
The Girl You Lost,1
The Girl In The Ice (DCI Erika Foster #1),1
The End of the Jesus Era (An Investigation #1),1
The Edge of Reason (Bridget Jones #2),1
The Complete Maus (Maus #1-2),1
The Communist Manifesto,1
The Bhagavad Gita,1
The Bette Davis Club,1
The Art of Not Breathing,1
Taking Shots (Assassins #1),1
Starlark,1
"Skip Beat!, Vol. 01 (Skip Beat! #1)",1
Sister Sable (The Mad Queen #1),1
Shatter Me (Shatter Me #1),1
Shameless,1
Shadow Rites (Jane Yellowrock #10),1
Settling the Score (The Summer Games #1),1
Sense and Sensibility,1
"Saga, Volume 1 (Saga (Collected Editions) #1)",1
"Rhythm, Chord & Malykhin",1
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",1
Paradise Lost (Paradise #1),1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",1
Origins (Alphas 0.5),1
One Second (Seven #7),1
On the Road (Duluoz Legend),1
Old Records Never Die: One Man's Quest for His Vinyl and His Past,1
Off Sides (Off #1),1
Of Mice and Men,1
Myriad (Prentor #1),1
My Perfect Mistake (Over the Top #1),1
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",1
Meditations,1
Matilda,1
Lost Among the Living,1
Lord of the Flies,1
Listen to Me (Fusion #1),1
Kitchens of the Great Midwest,1
Jane Eyre,1
Imperfect Harmony,1
Icing (Aces Hockey #2),1
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",1
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),1
"Giant Days, Vol. 1 (Giant Days #1-4)",1
"Fruits Basket, Vol. 1 (Fruits Basket #1)",1
Frankenstein,1
Forever Rockers (The Rocker #12),1
Fighting Fate (Fighting #6),1
Emma,1
"Eat, Pray, Love",1
Deep Under (Walker Security #1),1
Choosing Our Religion: The Spiritual Lives of America's Nones,1
Charlie and the Chocolate Factory (Charlie Bucket #1),1
Charity's Cross (Charles Towne Belles #4),1
Bright Lines,1
Bridget Jones's Diary (Bridget Jones #1),1
Bounty (Colorado Mountain #7),1
Blood Defense (Samantha Brinkman #1),1
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",1
Beyond Good and Evil,1
Alice in Wonderland (Alice's Adventures in Wonderland #1),1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",1
A Spy's Devotion (The Regency Spies of London #1),1
1st to Die (Women's Murder Club #1),1
"1,000 Places to See Before You Die",1
